point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,余姚方言志
YY01,余姚城关,太湖片-临绍小片,,,豪,N,脑,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,N,恼,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,L,劳,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,L,捞,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,L,唠,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,L,牢,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,L,痨,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,L,老,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,L,佬,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,L,涝,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,遭,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,糟,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,早,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,枣,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,蚤,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,澡,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,藻,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,躁,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,灶,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,操,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,草,,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,騲,,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,糙,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,曹,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,槽,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,皂,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,造,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,骚,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,臊,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,扫,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,嫂,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,扫,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,TS,燥,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,高,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,膏,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,篙,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,羔,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,糕,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,稿,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,告,,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,膏,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,考,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,烤,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,拷,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,靠,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,犒,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,铐,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,㸆,,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,熬,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,敖,,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,鳌,,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,傲,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,K,鏊,,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,蒿,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,薅,,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,好,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,好,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,耗,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,豪,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,壕,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,毫,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,号,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,蠔,,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,浩,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,号,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,爊,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,袄,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,懊,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,奥,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,懊,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,豪,Ø,澳,ɔ,,
YY01,余姚城关,太湖片-临绍小片,,,侯,P,剖,ou,,
YY01,余姚城关,太湖片-临绍小片,,,侯,M,某,ou,,
YY01,余姚城关,太湖片-临绍小片,,,侯,M,亩,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,M,牡,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,M,母,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,M,拇,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,M,戊,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,M,茂,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,M,贸,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,T,兜,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,T,斗,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,T,抖,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,T,陡,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,T,蚪,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,T,斗,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,T,偷,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,T,敨,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,T,透,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,T,头,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,T,投,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,T,骰,,,
YY01,余姚城关,太湖片-临绍小片,,,侯,T,豆,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,T,逗,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,T,痘,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,T,脰,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,L,楼,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,L,搂,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,L,耧,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,L,娄,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,L,搂,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,L,篓,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,L,溇,,,
YY01,余姚城关,太湖片-临绍小片,,,侯,L,漏,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,L,陋,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,TS,走,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,TS,奏,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,TS,凑,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,TS,叟,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,TS,嗽,,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,勾,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,钩,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,沟,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,狗,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,苟,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,垢,,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,枸,,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,彀,,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,够,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,构,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,购,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,勾,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,抠,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,眍,,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,口,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,叩,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,扣,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,寇,,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,藕,iø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,偶,iø/ø,配～、～然,
YY01,余姚城关,太湖片-临绍小片,,,侯,K,偶,iø/ø,配～、～然,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,吼,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,侯,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,喉,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,猴,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,瘊,,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,後,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,厚,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,后,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,候,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,鲎,,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,欧,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,瓯,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,区,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,鸥,,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,呕,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,殴,ø,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,沤,,,
YY01,余姚城关,太湖片-临绍小片,,,侯,Ø,怄,,,
YY01,余姚城关,太湖片-临绍小片,,,皆,P,拜,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,P,排,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,P,�,,,
YY01,余姚城关,太湖片-临绍小片,,,皆,M,埋,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,L,攋,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,TS*,䍉,,,
YY01,余姚城关,太湖片-临绍小片,,,皆,TS*,箉,,,
YY01,余姚城关,太湖片-临绍小片,,,皆,TS*,斋,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,TS*,豺,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,K,皆,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,K,阶,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,K,稭,,,
YY01,余姚城关,太湖片-临绍小片,,,皆,K,偕,,,
YY01,余姚城关,太湖片-临绍小片,,,皆,K,介,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,K,界,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,K,芥,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,K,尬,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,K,疥,,,
YY01,余姚城关,太湖片-临绍小片,,,皆,K,届,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,K,戒,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,K,庎,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,K,揩,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,K,楷,a,,
YY01,余姚城关,太湖片-临绍小片,,,皆,Ø,谐,,,
YY01,余姚城关,太湖片-临绍小片,,,皆,Ø,骇,,,
YY01,余姚城关,太湖片-临绍小片,,,皆,Ø,械,,,
YY01,余姚城关,太湖片-临绍小片,,,皆,Ø,挨,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,P,摆,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,P,派,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,P,牌,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,P,簰,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,P,罢,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,P,稗,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,M,买,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,M,卖,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,N,奶,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,TS*,债,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,TS*,钗,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,TS*,差,a/o,出～/～别,
YY01,余姚城关,太湖片-临绍小片,,,佳,TS*,柴,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,TS*,筛,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,TS*,洒,a,～水车,
YY01,余姚城关,太湖片-临绍小片,,,佳,TS*,晒,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,K,佳,ia,,
YY01,余姚城关,太湖片-临绍小片,,,佳,K,街,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,K,解,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,K,懈,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,K,涯,ia,,
YY01,余姚城关,太湖片-临绍小片,,,佳,K,崖,ia,,
YY01,余姚城关,太湖片-临绍小片,,,佳,K,捱,,,
YY01,余姚城关,太湖片-临绍小片,,,佳,Ø,鞋,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,Ø,解,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,Ø,解,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,Ø,蟹,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,Ø,矮,a,,
YY01,余姚城关,太湖片-临绍小片,,,佳,Ø,隘,a,邱～,
