point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,吴语绍兴柯桥方言音系
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,遭,a/ɒ,白读～眼/文读,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,糟,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,早,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,枣,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,蚤,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,澡,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,藻,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,躁,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,灶,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,操,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,草,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,騲,,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,糙,a/ɒ,白读,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,曹,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,槽,a/ɒ,白读猪～/文读,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,皂,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,造,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,骚,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,臊,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,扫,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,嫂,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,扫,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,TS,燥,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,高,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,膏,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,篙,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,羔,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,糕,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,稿,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,告,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,膏,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,考,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,烤,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,拷,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,靠,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,犒,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,铐,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,㸆,,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,熬,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,敖,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,鳌,,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,傲,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,K,鏊,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,蒿,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,薅,,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,好,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,好,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,耗,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,豪,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,壕,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,毫,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,号,a/ɒ,白读～头/文读,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,蠔,,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,浩,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,号,a/ɒ,白读～头/文读,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,爊,,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,袄,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,懊,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,奥,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,懊,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,豪,Ø,澳,ɒ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,P,剖,ɤ/o,文读/解～,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,M,某,ɤ/o,文读/白读,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,M,亩,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,M,牡,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,M,母,ɤ/o,文读/白读,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,M,拇,u,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,M,戊,u,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,M,茂,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,M,贸,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,T,兜,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,T,斗,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,T,抖,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,T,陡,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,T,蚪,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,T,斗,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,T,偷,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,T,敨,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,T,透,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,T,头,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,T,投,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,T,骰,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,T,豆,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,T,逗,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,T,痘,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,T,脰,,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,L,楼,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,L,搂,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,L,耧,,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,L,娄,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,L,搂,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,L,篓,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,L,溇,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,L,漏,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,L,陋,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,TS,走,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,TS,奏,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,TS,凑,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,TS,叟,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,TS,嗽,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,勾,iɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,钩,iɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,沟,iɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,狗,iɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,苟,iɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,垢,iɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,枸,iɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,彀,,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,够,iɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,构,iɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,购,iɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,勾,iɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,抠,iɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,眍,iɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,口,iɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,叩,,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,扣,iɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,寇,iɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,藕,,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,偶,ɤ,文读～然,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,K,偶,ɤ,文读～然,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,吼,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,侯,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,喉,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,猴,ɤ/iɤ,文读/白读{蜷缩},
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,瘊,,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,後,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,厚,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,后,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,候,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,鲎,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,欧,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,瓯,,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,区,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,鸥,,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,呕,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,殴,ɤ,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,沤,,,
KQ01,柯桥城关,太湖片-临绍小片,,,侯,Ø,怄,,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,P,拜,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,P,排,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,P,�,,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,M,埋,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,L,攋,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,TS*,䍉,,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,TS*,箉,,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,TS*,斋,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,TS*,豺,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,K,皆,ia,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,K,阶,a,白读,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,K,稭,,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,K,偕,,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,K,介,a,白读,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,K,界,a,白读,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,K,芥,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,K,尬,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,K,疥,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,K,届,a,白读,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,K,戒,a,白读,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,K,庎,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,K,揩,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,K,楷,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,Ø,谐,ia,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,Ø,骇,,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,Ø,械,ia,,
KQ01,柯桥城关,太湖片-临绍小片,,,皆,Ø,挨,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,P,摆,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,P,派,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,P,牌,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,P,簰,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,P,罢,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,P,稗,o,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,M,买,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,M,卖,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,N,奶,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,TS*,债,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,TS*,钗,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,TS*,差,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,TS*,柴,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,TS*,筛,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,TS*,洒,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,TS*,晒,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,K,佳,o,白读三～村,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,K,街,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,K,解,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,K,懈,a/e,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,K,涯,ia,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,K,崖,ia,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,K,捱,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,Ø,鞋,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,Ø,解,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,Ø,解,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,Ø,蟹,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,Ø,矮,a,,
KQ01,柯桥城关,太湖片-临绍小片,,,佳,Ø,隘,e,,
