point_id,point_name,subbranch,lat,lon,韵,声组,汉字,读音,note,俞光中1988
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,L,佬,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,L,涝,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,遭,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,糟,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,早,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,枣,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,蚤,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,澡,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,藻,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,躁,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,灶,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,操,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,草,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,騲,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,糙,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,曹,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,槽,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,皂,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,造,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,骚,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,臊,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,嫂,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,扫,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,TS,燥,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,高,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,篙,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,羔,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,糕,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,稿,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,告,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,膏,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,考,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,烤,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,拷,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,靠,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,犒,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,铐,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,㸆,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,熬,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,敖,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,鳌,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,傲,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,K,鏊,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,蒿,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,薅,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,好,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,耗,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,豪,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,壕,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,毫,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,蠔,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,浩,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,号,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,爊,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,袄,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,奥,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,懊,ɔ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,豪,Ø,澳,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,P,剖,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,M,某,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,M,亩,e,又读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,M,牡,o,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,M,母,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,M,拇,u,～指,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,M,戊,u,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,M,茂,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,M,贸,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,T,兜,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,T,斗,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,T,抖,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,T,陡,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,T,蚪,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,T,斗,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,T,偷,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,T,敨,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,T,透,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,T,头,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,T,投,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,T,骰,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,T,豆,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,T,逗,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,T,痘,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,T,脰,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,L,楼,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,L,搂,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,L,耧,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,L,娄,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,L,搂,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,L,篓,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,L,溇,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,L,漏,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,L,陋,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,TS,走,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,TS,奏,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,TS,凑,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,TS,叟,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,TS,嗽,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,勾,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,钩,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,沟,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,狗,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,苟,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,垢,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,枸,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,彀,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,够,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,构,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,购,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,勾,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,抠,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,眍,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,口,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,叩,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,扣,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,寇,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,藕,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,偶,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,K,偶,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,吼,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,侯,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,喉,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,猴,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,瘊,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,後,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,厚,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,后,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,候,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,鲎,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,欧,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,瓯,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,区,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,鸥,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,呕,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,殴,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,沤,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,侯,Ø,怄,e,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,P,拜,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,P,排,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,P,�,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,M,埋,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,L,攋,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,TS*,䍉,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,TS*,箉,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,TS*,斋,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,TS*,豺,ɛ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,K,皆,iɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,K,阶,ɑ,白读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,K,稭,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,K,偕,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,K,介,ɑ,白读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,K,界,ɑ,白读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,K,芥,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,K,尬,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,K,疥,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,K,届,ɑ,白读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,K,戒,ɑ,白读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,K,庎,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,K,揩,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,K,楷,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,Ø,谐,iɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,Ø,骇,ɛ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,Ø,械,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,皆,Ø,挨,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,P,摆,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,P,派,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,P,牌,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,P,簰,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,P,罢,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,P,稗,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,M,买,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,M,卖,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,N,奶,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,TS*,债,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,TS*,钗,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,TS*,差,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,TS*,柴,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,TS*,筛,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,TS*,洒,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,TS*,晒,o/ɑ,/文读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,K,佳,iɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,K,街,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,K,解,ɑ,白读,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,K,懈,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,K,涯,iɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,K,崖,iɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,K,捱,,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,Ø,鞋,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,Ø,解,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,Ø,解,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,Ø,蟹,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,Ø,矮,ɑ,,
JX01,嘉兴城区,太湖片-苏沪嘉小片,,,佳,Ø,隘,ɛ,,
